date,trip_count,avg_fare,avg_distance,avg_passenger_count,total_revenue,day_of_week,day_name,month,month_name
2024-07-03,77603,19.58571807790936,4.641779828099429,1.362970797505563,1519910.48,2,Wednesday,7,July
2024-07-04,59427,20.62852373500261,5.1531855890420175,1.5093031810877269,1225891.28,3,Thursday,7,July
2024-07-05,71199,19.752408039438755,5.584386578463181,1.4820019016858597,1406351.7,4,Friday,7,July
2024-07-06,72411,20.817125022441342,4.013664360387234,1.5167803665375499,1507388.84,5,Saturday,7,July
2024-07-07,72981,22.725605157506745,10.02514325646401,1.4425793512382281,1658537.39,6,Sunday,7,July
2024-07-08,88265,21.186182405256897,4.869104854698918,1.3315532936707046,1869998.39,0,Monday,7,July
2024-07-09,107219,19.83641434820321,3.8263243454984655,1.2914706030530505,2126840.51,1,Tuesday,7,July
2024-07-10,115169,19.40353714975384,5.633027116672021,1.2889681538330187,2234685.97,2,Wednesday,7,July
2024-07-11,114031,20.39264428094115,4.0683503608667815,1.2965902154007152,2325393.62,3,Thursday,7,July
2024-07-12,98180,19.570367691994296,7.053382155225096,1.3540008148074743,1921418.7,4,Friday,7,July
2024-07-13,97319,19.272996948180726,4.747909760683936,1.4552030587992146,1875628.79,5,Saturday,7,July
2024-07-14,92801,20.766437322873674,8.205072790163898,1.4091173994690152,1927146.15,6,Sunday,7,July
2024-07-15,98761,20.803398203744393,4.7589334858901795,1.3066678674757117,2054564.41,0,Monday,7,July
2024-07-16,123539,19.658320530358832,4.184964262297735,1.2813584485478333,2428569.26,1,Tuesday,7,July
2024-07-17,124058,19.559841203308128,3.1338473939608895,1.2769290630992858,2426554.78,2,Wednesday,7,July
2024-07-18,116429,20.882759020518943,4.840546427436463,1.2921006110449254,2431358.75,3,Thursday,7,July
2024-07-19,101883,20.182956823022487,6.515827665066793,1.359533742061177,2056300.19,4,Friday,7,July
2024-07-20,102117,19.720824936102705,5.006210817004025,1.4534409746597523,2013831.48,5,Saturday,7,July
2024-07-21,89355,21.217938895417156,4.605332549941245,1.4256155357762108,1895928.93,6,Sunday,7,July
2024-07-22,91026,20.457532353393535,5.334628347944544,1.3146456618187858,1862167.34,0,Monday,7,July
2024-07-23,105951,20.064015441100132,4.32224924729356,1.2887624907093898,2125802.5,1,Tuesday,7,July
2024-07-24,110555,19.720203337705215,5.8685087060739,1.2926919132071337,2180167.08,2,Wednesday,7,July
2024-07-25,110309,20.55785312168545,4.1771986873237905,1.3141956146834195,2267716.22,3,Thursday,7,July
2024-07-26,95562,20.045702161947215,8.603135555974132,1.378395486751216,1915607.39,4,Friday,7,July
2024-07-27,93559,19.52417992924251,4.126635705811307,1.4712910107824482,1826662.75,5,Saturday,7,July
2024-07-28,85679,21.050915276788945,5.6521895680388425,1.4267314575332446,1803621.37,6,Sunday,7,July
2024-07-29,84891,20.347134325193483,3.816481605823939,1.3250512263653207,1727288.58,0,Monday,7,July
2024-07-30,99480,19.12134529553679,4.02254634097306,1.294650970888998,1902191.43,1,Tuesday,7,July
2024-07-31,106295,19.538742744249493,4.023381344371796,1.2935154611238797,2076870.66,2,Wednesday,7,July
2024-08-01,29,21.548275862068966,4.044827586206896,1.0,624.9,3,Thursday,8,August
2024-08-02,103173,19.52991024783616,4.726582245354889,1.36733886065793,2014959.43,4,Friday,8,August
2024-08-03,109379,19.85977390541146,5.395235282823943,1.4497053560233892,2172242.21,5,Saturday,8,August
2024-08-04,83728,21.53310386011848,9.831233518058475,1.4320007460002397,1802923.72,6,Sunday,8,August
2024-08-05,90966,20.634548072906362,4.327193676758349,1.3314382099340638,1877042.3,0,Monday,8,August
2024-08-06,114790,19.55749307430961,3.1495072741528007,1.299959571457449,2245004.63,1,Tuesday,8,August
2024-08-07,106661,20.45058428103993,4.814186441154686,1.2924923702950153,2181279.77,2,Wednesday,8,August
2024-08-08,105579,20.167315375216663,3.4058456700669644,1.2998340344248092,2129244.99,3,Thursday,8,August
2024-08-09,88669,19.648574135267115,3.561754953817005,1.3633751369779619,1742219.42,4,Friday,8,August
2024-08-10,92675,19.796247747504722,7.159119611545725,1.4544487463354898,1834617.26,5,Saturday,8,August
2024-08-11,78450,22.40536673040153,5.716370681963033,1.425177518707458,1757701.02,6,Sunday,8,August
2024-08-12,77673,20.799436998699676,6.789848982271831,1.3178282031576534,1615554.67,0,Monday,8,August
2024-08-13,88891,19.427017808327054,3.606794163638613,1.3001299929094776,1726887.04,1,Tuesday,8,August
2024-08-14,96382,19.39707455748999,3.403756821813202,1.2919198420403843,1869528.84,2,Wednesday,8,August
2024-08-15,97817,19.985552818017318,4.542741036834088,1.3087075539333899,1954926.82,3,Thursday,8,August
2024-08-16,90854,19.90810200981795,5.078780901226143,1.3779849391593568,1808730.7,4,Friday,8,August
2024-08-17,90376,19.8298481897849,5.860433190227494,1.4543077414127525,1792142.36,5,Saturday,8,August
2024-08-18,80677,20.900475352330897,7.856380876829827,1.4321947920189382,1686187.65,6,Sunday,8,August
2024-08-19,81152,22.296675744282336,4.244416157334385,1.3110083880852832,1809419.83,0,Monday,8,August
2024-08-20,90039,20.619429358389144,5.326393451726474,1.2988831044803932,1856552.8,1,Tuesday,8,August
2024-08-21,90884,20.033602614321552,3.5864449187975884,1.3060128847530423,1820733.94,2,Wednesday,8,August
2024-08-22,92496,20.8128247708009,3.7124729718041865,1.3206719733220653,1925103.04,3,Thursday,8,August
2024-08-23,87843,20.496730644445204,3.777143767858566,1.3722176719984582,1800494.31,4,Friday,8,August
2024-08-24,87263,20.01301021051305,3.67527944260454,1.4608271960322505,1746395.31,5,Saturday,8,August
2024-08-25,81008,21.63978063894924,5.543413490025677,1.4362864243384221,1752995.35,6,Sunday,8,August
2024-08-26,82427,21.04090249554151,4.8315698739490704,1.3234784632090595,1734338.47,0,Monday,8,August
2024-08-27,90981,20.015129202800583,5.627139512645497,1.3090411087180447,1820996.47,1,Tuesday,8,August
2024-08-28,100529,19.996503397029713,4.274222264222264,1.313113310858689,2010228.49,2,Wednesday,8,August
2024-08-29,96366,21.02359691177386,4.8783455783160035,1.3281333870101986,2025959.94,3,Thursday,8,August
2024-08-30,89762,21.206533388293487,5.262928856308906,1.3977045484844446,1903540.85,4,Friday,8,August
2024-08-31,86435,20.817326430265517,6.602505003760051,1.4976023139573238,1799345.61,5,Saturday,8,August
2024-09-01,30,19.436666666666667,3.6866666666666665,1.1333333333333333,583.1,6,Sunday,9,September
2024-09-02,77466,23.5489950429866,5.446640203444091,1.4337410425636519,1824246.45,0,Monday,9,September
2024-09-03,99211,21.619844372095834,5.1422139682091705,1.285567589770197,2144926.38,1,Tuesday,9,September
2024-09-04,114034,20.727862304225056,4.545321044600733,1.2652268843744068,2363681.05,2,Wednesday,9,September
2024-09-05,124915,20.731723411920104,5.130979706200216,1.2710247977957514,2589703.23,3,Thursday,9,September
2024-09-06,122496,20.202863440438872,4.397935279519331,1.312806807531342,2474769.96,4,Friday,9,September
2024-09-07,120640,19.98363950596817,5.527821866710875,1.3933595235077938,2410826.27,5,Saturday,9,September
2024-09-08,108685,21.177861158393522,6.330314026774625,1.361538717292283,2301715.84,6,Sunday,9,September
2024-09-09,103867,20.966320390499387,6.805709224296455,1.249667641584685,2177708.8,0,Monday,9,September
2024-09-10,2,11.05,1.2449999999999999,1.0,22.1,1,Tuesday,9,September
2024-09-11,115628,19.732651952814198,4.119646279447885,1.2430118915796062,2281647.08,2,Wednesday,9,September
2024-09-12,132326,20.30887029004126,7.974390898236174,1.2520689036732113,2687391.57,3,Thursday,9,September
2024-09-13,122344,19.787375024521022,5.739902324592951,1.3110943956734522,2420866.61,4,Friday,9,September
2024-09-14,128877,19.390501408319558,6.025655547537575,1.4112531181076577,2498989.65,5,Saturday,9,September
2024-09-15,109653,21.92637957921808,9.12785149517113,1.3782675083753049,2404293.3,6,Sunday,9,September
2024-09-16,102975,20.796722311240593,5.7027376547705755,1.248356425466304,2141542.48,0,Monday,9,September
2024-09-17,122780,19.629077211272193,7.186535999348428,1.2361926075525596,2410058.1,1,Tuesday,9,September
2024-09-18,129100,20.019559643687064,5.718835321456235,1.236967937126165,2584525.15,2,Wednesday,9,September
2024-09-19,135770,20.66719591956986,5.246559254621786,1.2518324651389812,2805985.19,3,Thursday,9,September
2024-09-20,128226,20.506052594637595,5.437114469764323,1.3040353687677313,2629409.1,4,Friday,9,September
2024-09-21,132894,20.1856427679203,6.260232215148916,1.392711698437829,2682550.81,5,Saturday,9,September
2024-09-22,112624,21.96201875266373,4.736257192072737,1.3494553874588555,2473450.4,6,Sunday,9,September
2024-09-23,106836,21.761093826051145,9.63110824066794,1.2466731175411763,2324868.22,0,Monday,9,September
2024-09-24,111093,21.21089834643047,4.468309524452486,1.2312489330293932,2356382.33,1,Tuesday,9,September
2024-09-25,118642,21.258816860808142,7.2973482409264845,1.225652558480908,2522188.55,2,Wednesday,9,September
2024-09-26,126716,21.545740948262253,4.7568660626913735,1.2458051426730405,2730190.11,3,Thursday,9,September
2024-09-27,118551,20.248857031994667,4.878171926006529,1.3060913091616193,2400522.25,4,Friday,9,September
2024-09-28,137846,18.879887410588626,4.566865124849469,1.3966021861373974,2602516.96,5,Saturday,9,September
2024-09-29,115510,20.29532836983811,4.249919574062852,1.3672472564017293,2344313.38,6,Sunday,9,September
2024-09-30,100994,20.986320573499416,5.760975107432125,1.2486630169931332,2119492.46,0,Monday,9,September
2024-10-01,15,24.533333333333335,4.774666666666667,1.0,368.0,1,Tuesday,10,October
2024-10-02,109704,19.730632246773133,5.225504721796836,1.2535392410938768,2164529.28,2,Wednesday,10,October
2024-10-03,104482,19.285787504067684,7.2154844853659,1.286455687376107,2015017.65,3,Thursday,10,October
2024-10-04,106870,19.600481706746514,5.819156451763825,1.3283704560508547,2094703.48,4,Friday,10,October
2024-10-05,118229,19.395348349389746,3.6345441473750095,1.4023459282761273,2293092.64,5,Saturday,10,October
2024-10-06,98380,22.016745070136206,5.053223114454157,1.3789306210580146,2166007.38,6,Sunday,10,October
2024-10-07,98046,21.68250484466475,4.641106623421659,1.253297154717634,2125882.87,0,Monday,10,October
2024-10-08,117267,20.149618136389606,4.796181022794136,1.2375837066457305,2362885.27,1,Tuesday,10,October
2024-10-09,124859,19.91798188356466,3.9755041286571253,1.2348091893904625,2486939.3,2,Wednesday,10,October
2024-10-10,137823,20.05521444171147,7.245742074980228,1.2537373187390404,2764069.82,3,Thursday,10,October
2024-10-11,122260,20.053260510387698,5.928453541632586,1.3332723028333409,2451711.63,4,Friday,10,October
2024-10-12,125553,18.784254458276585,3.7016338120156425,1.4440020596943561,2358419.5,5,Saturday,10,October
2024-10-13,105813,21.24374282933099,5.169202555451598,1.4196999105838222,2247864.16,6,Sunday,10,October
2024-10-14,97922,20.924471620269195,5.694471313902903,1.3232340542207903,2048966.11,0,Monday,10,October
2024-10-15,123639,20.728023115683563,8.660222745250286,1.247912905128801,2562792.05,1,Tuesday,10,October
2024-10-16,129377,20.637119039705667,9.169571175711294,1.2471202488378452,2669968.55,2,Wednesday,10,October
2024-10-17,131093,21.128471924511608,4.968312114300534,1.2692002184381672,2769794.77,3,Thursday,10,October
2024-10-18,126917,20.338192125562376,7.448985793865282,1.3264779692732789,2581262.33,4,Friday,10,October
2024-10-19,131105,19.68211029327638,4.117890316921551,1.4213777546416797,2580423.07,5,Saturday,10,October
2024-10-20,112971,21.496251692912338,5.9559136415540275,1.393828483610701,2428453.05,6,Sunday,10,October
2024-10-21,103495,21.600670273926276,5.508052562925745,1.2704685207728563,2235561.37,0,Monday,10,October
2024-10-22,116648,20.33568093752143,4.288146989232563,1.247944788389323,2372116.51,1,Tuesday,10,October
2024-10-23,123492,20.461506656301623,3.522954118485408,1.2477846062779645,2526832.38,2,Wednesday,10,October
2024-10-24,132173,20.726068712974662,4.997308981410726,1.266642008794641,2739426.68,3,Thursday,10,October
2024-10-25,129846,20.37511529042096,4.25761471281364,1.3333705108186482,2645627.22,4,Friday,10,October
2024-10-26,143781,19.76837322038378,4.858198857985408,1.422583218507506,2842316.47,5,Saturday,10,October
2024-10-27,115709,21.239152615613303,3.9552923281680767,1.3901993487411644,2457561.11,6,Sunday,10,October
2024-10-28,106437,21.19654048873982,4.5515384687655605,1.2830524506463523,2256096.18,0,Monday,10,October
2024-10-29,122458,20.205104035669372,3.3207976612389554,1.2529040705647123,2474276.63,1,Tuesday,10,October
2024-10-30,127071,20.368707415539344,4.941583366779202,1.2570966535963624,2588272.02,2,Wednesday,10,October
2024-10-31,123468,19.937220251401172,5.319346875303722,1.298746634481478,2461608.71,3,Thursday,10,October
2024-11-01,26,22.65,4.287307692307692,1.2692307692307692,588.9,4,Friday,11,November
2024-11-02,133643,18.29643221118951,3.7285782270676355,1.4245471502590674,2445190.09,5,Saturday,11,November
2024-11-03,118298,19.907403590931374,5.125860285042858,1.4117900214203973,2355006.03,6,Sunday,11,November
2024-11-04,98045,20.5658404814116,6.307275128767403,1.2734627307389046,2016377.83,0,Monday,11,November
2024-11-05,94645,18.534327434095832,5.951798193248454,1.2466494845360825,1754181.42,1,Tuesday,11,November
2024-11-06,111507,19.531708054202873,3.7076798765996752,1.2331768091793842,2177922.17,2,Wednesday,11,November
2024-11-07,125328,19.88878782075833,3.313190587897357,1.2583653134046995,2492622.0,3,Thursday,11,November
2024-11-08,124358,19.867015471461425,4.1235088213062285,1.3280308987065055,2470622.31,4,Friday,11,November
2024-11-09,131260,19.396459926862715,4.714553024531464,1.41139213710531,2545979.33,5,Saturday,11,November
2024-11-10,109895,20.800392556531236,4.837485963874608,1.3908592247336231,2285859.14,6,Sunday,11,November
2024-11-11,96705,21.49613432604312,6.386151905278941,1.2756781296107138,2078783.67,0,Monday,11,November
2024-11-12,122211,20.022547233882385,3.631619657804944,1.2327047918914615,2446975.52,1,Tuesday,11,November
2024-11-13,128544,20.19212767612646,4.976789192805576,1.227339853672121,2595576.86,2,Wednesday,11,November
2024-11-14,1,12.8,2.07,1.0,12.8,3,Thursday,11,November
2024-11-15,132625,19.720975984919885,7.479397775683318,1.304437352002471,2615494.44,4,Friday,11,November
2024-11-16,145236,18.795081178220276,5.288188121402407,1.4029789097157397,2729722.41,5,Saturday,11,November
2024-11-17,119172,20.620188299264928,8.42768242540194,1.376936018353301,2457349.08,6,Sunday,11,November
2024-11-18,108468,20.39107487922705,9.195619168787108,1.2467625974351215,2211779.11,0,Monday,11,November
2024-11-19,120811,19.562588506013526,5.427897542442327,1.2250959679834472,2363375.88,1,Tuesday,11,November
2024-11-20,128223,19.773880583046722,3.2280491019551873,1.2252759706190977,2535466.29,2,Wednesday,11,November
2024-11-21,146967,20.308477481339345,3.898161219865684,1.2350336131262107,2984676.01,3,Thursday,11,November
2024-11-22,143403,19.301059880197766,4.592739133769866,1.3024075347065842,2767829.89,4,Friday,11,November
2024-11-23,130264,18.642235537063193,4.4201966775164285,1.427084697521325,2428412.17,5,Saturday,11,November
2024-11-24,104601,19.47269050965096,9.895261421974933,1.41603902313238,2036862.9,6,Sunday,11,November
2024-11-25,100019,19.23771363440946,4.473427348803727,1.3064043711190874,1924136.88,0,Monday,11,November
2024-11-26,109831,19.719418197048192,5.324181333139096,1.3085826280276143,2165803.42,1,Tuesday,11,November
2024-11-27,103070,20.082393227903367,3.269394586203551,1.384294286459692,2069892.27,2,Wednesday,11,November
2024-11-28,74237,19.087398601775394,9.75851233212549,1.4829728818457686,1416991.21,3,Thursday,11,November
2024-11-29,82725,19.33298325778181,4.1062152916288905,1.5207599557806515,1599321.04,4,Friday,11,November
2024-11-30,98552,20.590630124198395,4.19811754200828,1.5007099116674796,2029247.78,5,Saturday,11,November
2024-12-01,13,14.576923076923077,2.276153846153846,1.0,189.5,6,Sunday,12,December
2024-12-02,107869,21.777508644745016,4.823176723618463,1.2610494676542632,2349118.08,0,Monday,12,December
2024-12-03,124792,20.772196134367586,3.453869158279377,1.2437970401691332,2592203.9,1,Tuesday,12,December
2024-12-04,129011,20.822534357535403,4.8026569052251356,1.2503861955628595,2686335.98,2,Wednesday,12,December
2024-12-05,142783,21.058649629157532,4.721530854513492,1.2723197159684978,3006817.17,3,Thursday,12,December
2024-12-06,141240,20.611525913338998,6.296303667516285,1.3402913107442982,2911171.92,4,Friday,12,December
2024-12-07,141109,19.553381995478674,3.9944909963219923,1.4344894555079601,2759158.18,5,Saturday,12,December
2024-12-08,114507,21.583205830211252,3.8252201175473988,1.421774650321119,2471428.15,6,Sunday,12,December
2024-12-09,113676,21.289034184876314,3.581787272599317,1.275986573016276,2420052.25,0,Monday,12,December
2024-12-10,133212,20.863865492598265,3.4758520253430625,1.2528218524251806,2779317.25,1,Tuesday,12,December
2024-12-11,137686,21.37070755196607,3.53778699359412,1.2413694404248892,2942447.24,2,Wednesday,12,December
2024-12-12,150994,21.84184252354398,4.546696491251308,1.2654070268098054,3297987.17,3,Thursday,12,December
2024-12-13,152882,20.17351794194215,4.186066770450413,1.3297197613451455,3084167.77,4,Friday,12,December
2024-12-14,154270,19.430364750113437,4.349943346081545,1.4342860533068331,2997522.37,5,Saturday,12,December
2024-12-15,121573,20.44448907240917,7.0836938300445,1.4220246555744451,2485497.87,6,Sunday,12,December
2024-12-16,111185,20.327305931555514,6.50871979133876,1.2812937868054126,2260091.51,0,Monday,12,December
2024-12-17,126238,19.441793596223008,6.865345300147341,1.2677801128193784,2454293.14,1,Tuesday,12,December
2024-12-18,134860,19.775964259231795,5.352791487468487,1.2715567631194924,2666986.54,2,Wednesday,12,December
2024-12-19,138107,19.739651067650446,5.9336813485196265,1.28505939065503,2726183.99,3,Thursday,12,December
2024-12-20,132463,19.274754157764807,5.936642911605505,1.3523976754881057,2553191.76,4,Friday,12,December
2024-12-21,126576,19.112652635570726,4.896602752496524,1.4719044660478036,2419203.12,5,Saturday,12,December
2024-12-22,101024,19.728105004751345,8.402379137630662,1.5001485442661913,1993012.08,6,Sunday,12,December
2024-12-23,89960,20.221760115606937,8.004987994664296,1.400627753968733,1819149.54,0,Monday,12,December
2024-12-24,76249,17.744599929179397,6.963508111581792,1.4557980999347306,1353008.0,1,Tuesday,12,December
2024-12-25,52271,19.789583707983393,6.389677641522067,1.5498072899460411,1034421.33,2,Wednesday,12,December
2024-12-26,71119,21.056183017196528,4.704489798787947,1.5203496071333982,1497494.68,3,Thursday,12,December
2024-12-27,80878,21.1536127253394,4.713352951358837,1.513429525614741,1710861.89,4,Friday,12,December
2024-12-28,84366,20.114061944385178,5.282049285257094,1.5490591482550446,1696942.95,5,Saturday,12,December
2024-12-29,76076,21.830572979651926,3.977242494347758,1.5391607608056248,1660782.67,6,Sunday,12,December
2024-12-30,77495,21.290402090457448,3.8821223304729338,1.4639918794743028,1649899.71,0,Monday,12,December
2024-12-31,82388,17.935439141622567,7.479804825945527,1.4546909808839028,1477664.96,1,Tuesday,12,December
